episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
nan,nan,nan,nan,0,8,4800,False,0,1,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-27,1617648987,3.6451573371887207,3.6451573371887207,18563,5e08ae53878a,172.17.0.3,3.6451573371887207,0,1,9a1ab_00001,[],[],2169.036,2212.965,1468.972,3267.59,1.908,4800,4800,59.76666666666667,61.133333333333326,0.0,1.0,0.0049701588425032665,0.022715340147873287,0.0014266833712003734,0.006877035637827296,0.42424834,0.014411619080132559,-3.2760284950858667,0.0
0.3098807172842206,-0.5511407726463327,-0.18929502540246332,1000.0,8,8,9600,False,8,2,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-29,1617648989,2.5628061294555664,6.207963466644287,18563,5e08ae53878a,172.17.0.3,6.207963466644287,0,2,9a1ab_00001,"[-0.3650659540691953, 0.3098807172842206, -0.3609109848641364, -0.5511407726463327, 0.12715836940451153, 0.13054555477836405, -0.3510349004549255, -0.4537922326522128]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1772.032,2708.754,1325.537,3621.173,1.856,9600,9600,43.800000000000004,61.53333333333333,0.0,1.0,0.0049701588425032665,0.023776963990377754,0.004888584788300489,0.009889924580133274,0.25833264,0.008998456974758914,-3.2919062313280607,0.0
0.3098807172842206,-0.5511407726463327,-0.18929502540246332,1000.0,0,8,14400,False,8,3,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-32,1617648992,2.4763195514678955,8.684283018112183,18563,5e08ae53878a,172.17.0.3,8.684283018112183,0,3,9a1ab_00001,"[-0.3650659540691953, 0.3098807172842206, -0.3609109848641364, -0.5511407726463327, 0.12715836940451153, 0.13054555477836405, -0.3510349004549255, -0.4537922326522128]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1549.228,3098.318,1339.542,3583.315,1.79,14400,14400,35.849999999999994,61.625,0.0,1.0,0.0049701588425032665,0.015083000639845667,-0.0008700574919777481,0.009005535210139658,0.32721338,0.006947524392193085,-3.3456059443323234,0.0
0.4768254822996445,-0.7322339258560593,-0.30412226921624425,1000.0,8,8,19200,False,16,4,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-35,1617648995,3.0085718631744385,11.692854881286621,18563,5e08ae53878a,172.17.0.3,11.692854881286621,0,4,9a1ab_00001,"[-0.6681517559807947, 0.4768254822996445, -0.7278051070279814, -0.7322339258560593, -0.5753264666747464, -0.2963330533694982, -0.39397400287983586, -0.4345972747509302, -0.3650659540691953, 0.3098807172842206, -0.3609109848641364, -0.5511407726463327, 0.12715836940451153, 0.13054555477836405, -0.3510349004549255, -0.4537922326522128]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1584.888,3028.604,1332.292,3602.813,1.711,19200,19200,61.699999999999996,61.7,0.0,1.0,0.0049701588425032665,-0.0005012036203161666,-0.008868615020458636,0.005961084003119092,0.4723339,0.0024063288338335327,-3.311379263275548,0.0
1.0680498293307035,-0.7322339258560593,-0.2866908512599194,1000.0,8,8,24000,False,24,5,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-37,1617648997,2.456529378890991,14.149384260177612,18563,5e08ae53878a,172.17.0.3,14.149384260177612,0,5,9a1ab_00001,"[-0.47385078791854707, 1.0680498293307035, -0.5336331557169365, -0.28454737491556914, -0.4593713061351772, -0.28066212018393366, -0.5295776027818695, -0.5210316044568267, -0.3650659540691953, 0.3098807172842206, -0.3609109848641364, -0.5511407726463327, 0.12715836940451153, 0.13054555477836405, -0.3510349004549255, -0.4537922326522128, -0.6681517559807947, 0.4768254822996445, -0.7278051070279814, -0.7322339258560593, -0.5753264666747464, -0.2963330533694982, -0.39397400287983586, -0.4345972747509302]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1508.52,3181.927,1315.303,3649.351,1.665,24000,24000,26.650000000000002,61.7,0.0,0.5,0.0049701588425032665,0.0038075437524208895,-0.0042037816081,0.007039753573113366,0.20808195,0.0019431374323750404,-3.303589620088276,0.0
1.0680498293307035,-0.7322339258560593,-0.28669085125991933,1000.0,0,8,28800,False,24,6,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-40,1617649000,3.0643837451934814,17.213768005371094,18563,5e08ae53878a,172.17.0.3,17.213768005371094,0,6,9a1ab_00001,"[-0.3650659540691953, 0.3098807172842206, -0.3609109848641364, -0.5511407726463327, 0.12715836940451153, 0.13054555477836405, -0.3510349004549255, -0.4537922326522128, -0.6681517559807947, 0.4768254822996445, -0.7278051070279814, -0.7322339258560593, -0.5753264666747464, -0.2963330533694982, -0.39397400287983586, -0.4345972747509302, -0.47385078791854707, 1.0680498293307035, -0.5336331557169365, -0.28454737491556914, -0.4593713061351772, -0.28066212018393366, -0.5295776027818695, -0.5210316044568267]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1530.873,3135.466,1332.018,3603.555,1.633,28800,28800,60.325,61.75,0.0,0.25,0.0049701588425032665,-0.0015721574523731281,-0.008725129460033617,0.0061918516324735,0.6543709,0.003844483026401385,-3.3451185100956966,0.0
1.0680498293307035,-0.7322339258560593,-0.2700127954513677,1000.0,8,8,33600,False,32,7,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-43,1617649003,2.6432416439056396,19.857009649276733,18563,5e08ae53878a,172.17.0.3,19.857009649276733,0,7,9a1ab_00001,"[-0.2919349877092742, -0.6465301704639702, 0.13572822168510323, 0.1136191446017667, -0.39230394648849315, -0.5874377357275388, -0.15904790946122993, 0.06807835935793372, -0.3650659540691953, 0.3098807172842206, -0.3609109848641364, -0.5511407726463327, 0.12715836940451153, 0.13054555477836405, -0.3510349004549255, -0.4537922326522128, -0.6681517559807947, 0.4768254822996445, -0.7278051070279814, -0.7322339258560593, -0.5753264666747464, -0.2963330533694982, -0.39397400287983586, -0.4345972747509302, -0.47385078791854707, 1.0680498293307035, -0.5336331557169365, -0.28454737491556914, -0.4593713061351772, -0.28066212018393366, -0.5295776027818695, -0.5210316044568267]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1516.201,3165.808,1314.558,3651.418,1.647,33600,33600,40.475,61.650000000000006,0.0,0.125,0.0049701588425032665,0.004793804482017693,-0.002960874552005216,0.007275946842702596,0.37506524,0.0038298611271832335,-3.3400758065675435,0.0
1.0680498293307035,-0.7322339258560593,-0.2700127954513677,1000.0,0,8,38400,False,32,8,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-46,1617649006,2.699951410293579,22.556961059570312,18563,5e08ae53878a,172.17.0.3,22.556961059570312,0,8,9a1ab_00001,"[-0.3650659540691953, 0.3098807172842206, -0.3609109848641364, -0.5511407726463327, 0.12715836940451153, 0.13054555477836405, -0.3510349004549255, -0.4537922326522128, -0.6681517559807947, 0.4768254822996445, -0.7278051070279814, -0.7322339258560593, -0.5753264666747464, -0.2963330533694982, -0.39397400287983586, -0.4345972747509302, -0.47385078791854707, 1.0680498293307035, -0.5336331557169365, -0.28454737491556914, -0.4593713061351772, -0.28066212018393366, -0.5295776027818695, -0.5210316044568267, -0.2919349877092742, -0.6465301704639702, 0.13572822168510323, 0.1136191446017667, -0.39230394648849315, -0.5874377357275388, -0.15904790946122993, 0.06807835935793372]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1484.274,3233.905,1329.364,3610.749,1.627,38400,38400,38.400000000000006,61.7,0.0,0.0625,0.0049701588425032665,-0.0042304440744613345,-0.0103805348228075,0.005788201306897558,0.5883651,0.005790208729817287,-3.453431568647686,0.0
1.0680498293307035,-0.7552083922931461,-0.25073866349760016,1000.0,8,8,43200,False,40,9,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-49,1617649009,3.053410053253174,25.610371112823486,18563,5e08ae53878a,172.17.0.3,25.610371112823486,0,9,9a1ab_00001,"[-0.40105127564905196, 0.01689719218538266, -0.41526200829542526, -0.5258369141403965, -0.10764847485024565, 0.046318539008712856, 0.7526542485739312, -0.7552083922931461, -0.3650659540691953, 0.3098807172842206, -0.3609109848641364, -0.5511407726463327, 0.12715836940451153, 0.13054555477836405, -0.3510349004549255, -0.4537922326522128, -0.6681517559807947, 0.4768254822996445, -0.7278051070279814, -0.7322339258560593, -0.5753264666747464, -0.2963330533694982, -0.39397400287983586, -0.4345972747509302, -0.47385078791854707, 1.0680498293307035, -0.5336331557169365, -0.28454737491556914, -0.4593713061351772, -0.28066212018393366, -0.5295776027818695, -0.5210316044568267, -0.2919349877092742, -0.6465301704639702, 0.13572822168510323, 0.1136191446017667, -0.39230394648849315, -0.5874377357275388, -0.15904790946122993, 0.06807835935793372]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1506.0,3187.25,1333.591,3599.305,1.632,43200,43200,58.724999999999994,61.650000000000006,0.0,0.0625,0.0049701588425032665,0.0015306516464701609,-0.006927728187292814,0.008167725607850835,0.5595646,0.0046504521436107,-3.39314824029019,0.0
1.0680498293307035,-0.7552083922931461,-0.26114583707789524,1000.0,8,8,48000,False,48,10,b2bddb7d6b1c49a09f1817cc0dbcdfb3,2021-04-05_11-56-51,1617649011,2.584746837615967,28.195117950439453,18563,5e08ae53878a,172.17.0.3,28.195117950439453,0,10,9a1ab_00001,"[-0.3831046170334623, 0.0038881851852934357, -0.1157367708742314, 0.01970634468914656, -0.3886493118966229, -0.6290068677283811, -0.5552333475089406, -0.45731725466776807, -0.3650659540691953, 0.3098807172842206, -0.3609109848641364, -0.5511407726463327, 0.12715836940451153, 0.13054555477836405, -0.3510349004549255, -0.4537922326522128, -0.6681517559807947, 0.4768254822996445, -0.7278051070279814, -0.7322339258560593, -0.5753264666747464, -0.2963330533694982, -0.39397400287983586, -0.4345972747509302, -0.47385078791854707, 1.0680498293307035, -0.5336331557169365, -0.28454737491556914, -0.4593713061351772, -0.28066212018393366, -0.5295776027818695, -0.5210316044568267, -0.2919349877092742, -0.6465301704639702, 0.13572822168510323, 0.1136191446017667, -0.39230394648849315, -0.5874377357275388, -0.15904790946122993, 0.06807835935793372, -0.40105127564905196, 0.01689719218538266, -0.41526200829542526, -0.5258369141403965, -0.10764847485024565, 0.046318539008712856, 0.7526542485739312, -0.7552083922931461]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1480.952,3241.159,1332.564,3602.079,1.62,48000,48000,27.275,61.7,0.0,0.03125,0.0049701588425032665,0.002913249117371283,-0.0035688436443084164,0.006352132247564824,0.27977794,0.004158731935986955,-3.3885579109191895,0.0
