episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,custom_metrics/sharpe_mean,custom_metrics/sharpe_min,custom_metrics/sharpe_max,custom_metrics/MDD_mean,custom_metrics/MDD_min,custom_metrics/MDD_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
96.8519987374991,36.300642913623236,75.6314374608892,1000.0,8,8,665600,True,640,52,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-45-46,1617651946,6.195807695388794,393.17416977882385,28462,5e08ae53878a,172.17.0.3,6.195807695388794,0,1,7d4f0_00000,nan,nan,nan,24.248363186425443,15.473744627719206,33.80168217321455,"[36.300642913623236, 96.8519987374991, 81.04126701054169, 74.91518198328745, 72.45719685762423, 77.7700834220316, 90.65751575194824, 75.0576130105581]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.1268158064716537,0.7428798096243996,0.031251783746246396,0.6954602194457855,0.0,2804.152,4564.66,3386.617,3779.583,1.823,665600,665600,24.444444444444443,55.63333333333333,0.0,1.0,0.0005387588717195657,0.8062524113059044,-0.0283003692002967,0.8166221767663956,0.9720055,0.017930611362680794,-4.231132831573486,0.0
