episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,custom_metrics/sharpe_mean,custom_metrics/sharpe_min,custom_metrics/sharpe_max,custom_metrics/MDD_mean,custom_metrics/MDD_min,custom_metrics/MDD_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
76.346671807541,40.33161186713107,53.720397877953225,1000.0,8,8,665600,False,640,52,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-35-12,1617651312,6.355947732925415,393.3343098163605,28021,5e08ae53878a,172.17.0.3,6.355947732925415,0,1,036aa_00000,nan,nan,nan,28.201097581484536,16.637099509091534,40.44279758335485,"[76.346671807541, 44.57787656710793, 59.377625695496775, 40.33161186713107, 46.9534339059127, 43.756465170930724, 64.23022476918842, 54.18927324031715]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.12824996645044046,0.7516477794516168,0.03154204459133779,0.7114650159236566,0.0,2945.908,4345.01,3404.965,3759.216,1.653,665600,665600,23.05,55.0,0.0,1.0,0.0005387588717195657,0.4742786134779453,-0.029293082617223264,0.4853426636755466,0.9794157,0.01822903361171484,-4.235543446540833,0.0
108.82462194415402,33.54697376944391,56.590060079193826,1000.0,16,8,678400,False,656,53,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-35-19,1617651319,6.396648645401001,399.7309584617615,28021,5e08ae53878a,172.17.0.3,12.752596378326416,0,2,036aa_00000,nan,nan,nan,30.49196415047638,15.483533046769184,42.32149822346812,"[94.22489344879197, 46.31829808574573, 55.71745067956177, 42.22409437809221, 37.80542400085466, 108.82462194415402, 55.62071216141668, 40.56198298739219, 52.59362364080882, 98.17536389575235, 62.421179794595666, 65.48237879909735, 39.838976742058364, 57.853337053536, 37.18894749572425, 33.54697376944391, 76.346671807541, 44.57787656710793, 59.377625695496775, 40.33161186713107, 46.9534339059127, 43.756465170930724, 64.23022476918842, 54.18927324031715]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.14219203071899908,0.754687207390714,0.03163753352502882,0.6976132875390529,0.0,2906.708,4403.608,3463.644,3695.53,1.778,678400,678400,21.78888888888889,55.1,0.0,1.0,0.0005387588717195657,1.828094590306282,-0.025108177647925913,1.830562853217125,0.9548839,0.022639909107238055,-4.311537728309632,0.0
108.82462194415402,32.64925442076783,59.29382523739813,1000.0,8,8,691200,False,664,54,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-35-25,1617651325,6.470874547958374,406.20183300971985,28021,5e08ae53878a,172.17.0.3,19.22347092628479,0,3,036aa_00000,nan,nan,nan,29.703610777808233,15.483533046769184,42.32149822346812,"[62.407021798004436, 52.9599927413173, 52.48919659078556, 96.040491063439, 91.6291768202105, 32.64925442076783, 66.58814850358442, 84.47768375797948, 76.346671807541, 44.57787656710793, 59.377625695496775, 40.33161186713107, 46.9534339059127, 43.756465170930724, 64.23022476918842, 54.18927324031715, 94.22489344879197, 46.31829808574573, 55.71745067956177, 42.22409437809221, 37.80542400085466, 108.82462194415402, 55.62071216141668, 40.56198298739219, 52.59362364080882, 98.17536389575235, 62.421179794595666, 65.48237879909735, 39.838976742058364, 57.853337053536, 37.18894749572425, 33.54697376944391]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.14218839972688932,0.7634567286976304,0.03163985044830793,0.6936438357878865,0.0,2893.659,4423.465,3507.903,3648.904,1.687,691200,691200,22.555555555555557,55.1,0.0,1.5,0.0005387588717195657,1.1357377833127975,-0.02680230583064258,1.13901520550251,0.96628034,0.015683258306235074,-4.2624032688140865,0.0
108.82462194415402,24.75822049496258,57.04872675908796,1000.0,16,8,704000,False,680,55,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-35-31,1617651331,6.220908164978027,412.4227411746979,28021,5e08ae53878a,172.17.0.3,25.444379091262817,0,4,036aa_00000,nan,nan,nan,29.238259081166035,15.483533046769184,42.32149822346812,"[93.96087315528474, 57.55667737980411, 49.09541727508099, 43.040927280489015, 24.75822049496258, 32.49609447483662, 66.46108877694427, 37.46226541125192, 56.691755035564874, 46.53965105625421, 55.96075427308469, 37.08350561236999, 100.72496885003324, 50.68693378280482, 35.81093464620725, 52.60640933450843, 76.346671807541, 44.57787656710793, 59.377625695496775, 40.33161186713107, 46.9534339059127, 43.756465170930724, 64.23022476918842, 54.18927324031715, 94.22489344879197, 46.31829808574573, 55.71745067956177, 42.22409437809221, 37.80542400085466, 108.82462194415402, 55.62071216141668, 40.56198298739219, 52.59362364080882, 98.17536389575235, 62.421179794595666, 65.48237879909735, 39.838976742058364, 57.853337053536, 37.18894749572425, 33.54697376944391, 62.407021798004436, 52.9599927413173, 52.48919659078556, 96.040491063439, 91.6291768202105, 32.64925442076783, 66.58814850358442, 84.47768375797948]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.14454205938246736,0.7692698461349702,0.03163673286201666,0.688128400524254,0.0,2859.763,4475.895,3495.021,3662.353,1.664,704000,704000,21.91111111111111,55.111111111111114,0.0,1.5,0.0005387588717195657,1.2305514311790466,-0.02795800124295056,1.2345012301206588,0.96779,0.01600547818467021,-4.312965421676636,0.0
121.72637316135716,24.75822049496258,58.43656918515966,1000.0,16,8,716800,False,696,56,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-35-38,1617651338,6.171622276306152,418.594363451004,28021,5e08ae53878a,172.17.0.3,31.61600136756897,0,5,036aa_00000,nan,nan,nan,28.887109072359163,15.483533046769184,42.32149822346812,"[41.11408942891294, 68.88307841595368, 65.89923523345512, 55.24357653017543, 95.9387991153416, 82.41960516433818, 61.124845472213124, 38.34690709371341, 121.72637316135716, 49.401616183965366, 60.71178663149326, 25.450546442448655, 73.62705704262305, 59.59415364946407, 73.64416188539177, 28.475711963149543, 76.346671807541, 44.57787656710793, 59.377625695496775, 40.33161186713107, 46.9534339059127, 43.756465170930724, 64.23022476918842, 54.18927324031715, 94.22489344879197, 46.31829808574573, 55.71745067956177, 42.22409437809221, 37.80542400085466, 108.82462194415402, 55.62071216141668, 40.56198298739219, 52.59362364080882, 98.17536389575235, 62.421179794595666, 65.48237879909735, 39.838976742058364, 57.853337053536, 37.18894749572425, 33.54697376944391, 62.407021798004436, 52.9599927413173, 52.48919659078556, 96.040491063439, 91.6291768202105, 32.64925442076783, 66.58814850358442, 84.47768375797948, 93.96087315528474, 57.55667737980411, 49.09541727508099, 43.040927280489015, 24.75822049496258, 32.49609447483662, 66.46108877694427, 37.46226541125192, 56.691755035564874, 46.53965105625421, 55.96075427308469, 37.08350561236999, 100.72496885003324, 50.68693378280482, 35.81093464620725, 52.60640933450843]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.1467231177735427,0.7709592568141101,0.0316375277724157,0.6847263861418279,0.0,2837.211,4511.472,3479.473,3678.718,1.732,716800,716800,21.955555555555556,55.111111111111114,0.0,1.5,0.0005387588717195657,2.2549377328157423,-0.023511517895385622,2.2487944626808165,0.9493446,0.01976984436623752,-4.421729683876038,0.0
121.72637316135716,23.292146708821747,58.939612953041305,1000.0,8,8,729600,False,704,57,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-35-44,1617651344,6.190410614013672,424.7847740650177,28021,5e08ae53878a,172.17.0.3,37.80641198158264,0,6,036aa_00000,nan,nan,nan,28.742254341782907,15.483533046769184,42.32149822346812,"[23.292146708821747, 87.50465056975509, 55.78277452477107, 36.10263814270319, 90.0811239286068, 70.25931750576845, 54.0974883297686, 86.59156505856112, 76.346671807541, 44.57787656710793, 59.377625695496775, 40.33161186713107, 46.9534339059127, 43.756465170930724, 64.23022476918842, 54.18927324031715, 94.22489344879197, 46.31829808574573, 55.71745067956177, 42.22409437809221, 37.80542400085466, 108.82462194415402, 55.62071216141668, 40.56198298739219, 52.59362364080882, 98.17536389575235, 62.421179794595666, 65.48237879909735, 39.838976742058364, 57.853337053536, 37.18894749572425, 33.54697376944391, 62.407021798004436, 52.9599927413173, 52.48919659078556, 96.040491063439, 91.6291768202105, 32.64925442076783, 66.58814850358442, 84.47768375797948, 93.96087315528474, 57.55667737980411, 49.09541727508099, 43.040927280489015, 24.75822049496258, 32.49609447483662, 66.46108877694427, 37.46226541125192, 56.691755035564874, 46.53965105625421, 55.96075427308469, 37.08350561236999, 100.72496885003324, 50.68693378280482, 35.81093464620725, 52.60640933450843, 41.11408942891294, 68.88307841595368, 65.89923523345512, 55.24357653017543, 95.9387991153416, 82.41960516433818, 61.124845472213124, 38.34690709371341, 121.72637316135716, 49.401616183965366, 60.71178663149326, 25.450546442448655, 73.62705704262305, 59.59415364946407, 73.64416188539177, 28.475711963149543]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.14699300362315912,0.7712675215560005,0.031641598051632185,0.6835510300448733,0.0,2818.158,4541.974,3476.256,3682.122,1.719,729600,729600,22.111111111111107,55.1,0.0,1.5,0.0005387588717195657,1.1686457800865173,-0.020214863289147615,1.1635512399673462,0.96009254,0.016872944561764597,-4.257471327781677,0.0
121.72637316135716,23.292146708821747,58.742552527291416,1000.0,16,8,742400,False,720,58,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-35-50,1617651350,6.2803795337677,431.0651535987854,28021,5e08ae53878a,172.17.0.3,44.08679151535034,0,7,036aa_00000,nan,nan,nan,28.8488697146916,15.483533046769184,42.32149822346812,"[66.85811016032571, 47.354943975931945, 76.85608057595923, 60.38883610108324, 65.79909403408908, 65.4962510786144, 40.123231864142234, 72.19991975697742, 56.472366455052885, 36.36506271607339, 74.85772358277144, 56.80101831873382, 52.238731412900805, 66.02746781160977, 48.29337489628604, 39.5602770421192, 76.346671807541, 44.57787656710793, 59.377625695496775, 40.33161186713107, 46.9534339059127, 43.756465170930724, 64.23022476918842, 54.18927324031715, 94.22489344879197, 46.31829808574573, 55.71745067956177, 42.22409437809221, 37.80542400085466, 108.82462194415402, 55.62071216141668, 40.56198298739219, 52.59362364080882, 98.17536389575235, 62.421179794595666, 65.48237879909735, 39.838976742058364, 57.853337053536, 37.18894749572425, 33.54697376944391, 62.407021798004436, 52.9599927413173, 52.48919659078556, 96.040491063439, 91.6291768202105, 32.64925442076783, 66.58814850358442, 84.47768375797948, 93.96087315528474, 57.55667737980411, 49.09541727508099, 43.040927280489015, 24.75822049496258, 32.49609447483662, 66.46108877694427, 37.46226541125192, 56.691755035564874, 46.53965105625421, 55.96075427308469, 37.08350561236999, 100.72496885003324, 50.68693378280482, 35.81093464620725, 52.60640933450843, 41.11408942891294, 68.88307841595368, 65.89923523345512, 55.24357653017543, 95.9387991153416, 82.41960516433818, 61.124845472213124, 38.34690709371341, 121.72637316135716, 49.401616183965366, 60.71178663149326, 25.450546442448655, 73.62705704262305, 59.59415364946407, 73.64416188539177, 28.475711963149543, 23.292146708821747, 87.50465056975509, 55.78277452477107, 36.10263814270319, 90.0811239286068, 70.25931750576845, 54.0974883297686, 86.59156505856112]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.1478996656809004,0.7711360625595538,0.031643230628985594,0.6815040493908676,0.0,2807.778,4558.764,3483.543,3674.42,1.708,742400,742400,22.33333333333333,55.111111111111114,0.0,1.5,0.0005387588717195657,1.2097912687063217,-0.024198941625654696,1.2058422327041627,0.97332644,0.018765315795317292,-4.345354251861572,0.0
121.72637316135716,23.292146708821747,58.23975172637142,1000.0,8,8,755200,False,728,59,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-35-57,1617651357,6.292717456817627,437.357871055603,28021,5e08ae53878a,172.17.0.3,50.37950897216797,0,8,036aa_00000,nan,nan,nan,28.91724897039752,15.483533046769184,42.32149822346812,"[56.14434506504978, 44.95819439998649, 48.36343392215764, 53.0217649183714, 71.68960419123584, 34.904605550990304, 40.49327932569724, 72.09631595652219, 76.346671807541, 44.57787656710793, 59.377625695496775, 40.33161186713107, 46.9534339059127, 43.756465170930724, 64.23022476918842, 54.18927324031715, 94.22489344879197, 46.31829808574573, 55.71745067956177, 42.22409437809221, 37.80542400085466, 108.82462194415402, 55.62071216141668, 40.56198298739219, 52.59362364080882, 98.17536389575235, 62.421179794595666, 65.48237879909735, 39.838976742058364, 57.853337053536, 37.18894749572425, 33.54697376944391, 62.407021798004436, 52.9599927413173, 52.48919659078556, 96.040491063439, 91.6291768202105, 32.64925442076783, 66.58814850358442, 84.47768375797948, 93.96087315528474, 57.55667737980411, 49.09541727508099, 43.040927280489015, 24.75822049496258, 32.49609447483662, 66.46108877694427, 37.46226541125192, 56.691755035564874, 46.53965105625421, 55.96075427308469, 37.08350561236999, 100.72496885003324, 50.68693378280482, 35.81093464620725, 52.60640933450843, 41.11408942891294, 68.88307841595368, 65.89923523345512, 55.24357653017543, 95.9387991153416, 82.41960516433818, 61.124845472213124, 38.34690709371341, 121.72637316135716, 49.401616183965366, 60.71178663149326, 25.450546442448655, 73.62705704262305, 59.59415364946407, 73.64416188539177, 28.475711963149543, 23.292146708821747, 87.50465056975509, 55.78277452477107, 36.10263814270319, 90.0811239286068, 70.25931750576845, 54.0974883297686, 86.59156505856112, 66.85811016032571, 47.354943975931945, 76.85608057595923, 60.38883610108324, 65.79909403408908, 65.4962510786144, 40.123231864142234, 72.19991975697742, 56.472366455052885, 36.36506271607339, 74.85772358277144, 56.80101831873382, 52.238731412900805, 66.02746781160977, 48.29337489628604, 39.5602770421192]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.14801580622909524,0.770999301155153,0.03164691142499056,0.6807312868616795,0.0,2803.419,4565.854,3487.271,3670.491,1.671,755200,755200,22.211111111111112,55.12222222222223,0.0,1.5,0.0005387588717195657,0.589153998196125,-0.029387342683039604,0.5985264205932617,0.9827745,0.013343279175460339,-4.3178324890136714,0.0
121.72637316135716,23.292146708821747,61.208112257629054,1000.0,16,8,768000,False,744,60,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-36-03,1617651363,6.334223508834839,443.69209456443787,28021,5e08ae53878a,172.17.0.3,56.71373248100281,0,9,036aa_00000,nan,nan,nan,28.777436092318016,14.10249754581515,46.67990717553105,"[67.51162644796871, 106.65977798627132, 77.70891321173036, 67.37551724001099, 41.743282030311796, 47.73365626496692, 89.84738264295676, 56.62363024779918, 107.05023701058263, 94.34357954446293, 83.58809617642163, 65.78534361315974, 89.47828154884922, 95.21106746467215, 34.66769351613044, 72.71489470077081, 37.80542400085466, 108.82462194415402, 55.62071216141668, 40.56198298739219, 52.59362364080882, 98.17536389575235, 62.421179794595666, 65.48237879909735, 39.838976742058364, 57.853337053536, 37.18894749572425, 33.54697376944391, 62.407021798004436, 52.9599927413173, 52.48919659078556, 96.040491063439, 91.6291768202105, 32.64925442076783, 66.58814850358442, 84.47768375797948, 93.96087315528474, 57.55667737980411, 49.09541727508099, 43.040927280489015, 24.75822049496258, 32.49609447483662, 66.46108877694427, 37.46226541125192, 56.691755035564874, 46.53965105625421, 55.96075427308469, 37.08350561236999, 100.72496885003324, 50.68693378280482, 35.81093464620725, 52.60640933450843, 41.11408942891294, 68.88307841595368, 65.89923523345512, 55.24357653017543, 95.9387991153416, 82.41960516433818, 61.124845472213124, 38.34690709371341, 121.72637316135716, 49.401616183965366, 60.71178663149326, 25.450546442448655, 73.62705704262305, 59.59415364946407, 73.64416188539177, 28.475711963149543, 23.292146708821747, 87.50465056975509, 55.78277452477107, 36.10263814270319, 90.0811239286068, 70.25931750576845, 54.0974883297686, 86.59156505856112, 66.85811016032571, 47.354943975931945, 76.85608057595923, 60.38883610108324, 65.79909403408908, 65.4962510786144, 40.123231864142234, 72.19991975697742, 56.472366455052885, 36.36506271607339, 74.85772358277144, 56.80101831873382, 52.238731412900805, 66.02746781160977, 48.29337489628604, 39.5602770421192, 56.14434506504978, 44.95819439998649, 48.36343392215764, 53.0217649183714, 71.68960419123584, 34.904605550990304, 40.49327932569724, 72.09631595652219]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.15009257218368172,0.7727123036416104,0.031650843241257824,0.6767309473775192,0.0,2803.997,4564.912,3490.697,3666.89,1.67,768000,768000,22.68888888888889,55.1,0.0,1.5,0.0005387588717195657,2.6786538940668105,-0.01622236960567534,2.6629258024692537,0.94843084,0.02130030927248299,-4.352995023727417,0.0
121.72637316135716,23.292146708821747,62.83670635385539,1000.0,16,8,780800,False,760,61,71cc1f3112f641b8bf4ec1257d35413a,2021-04-05_12-36-09,1617651369,6.393618583679199,450.08571314811707,28021,5e08ae53878a,172.17.0.3,63.10735106468201,0,10,036aa_00000,nan,nan,nan,28.723500155820705,13.550748039303018,46.67990717553105,"[79.65187857404801, 75.48504292661647, 100.59364226760252, 91.32530301165367, 42.96809718203484, 75.61663604029441, 74.43251642082927, 45.951998416630055, 37.88439646026274, 99.01892985071473, 69.8591708443848, 46.68196439343385, 50.35597582921937, 110.62702875641463, 72.23778323616483, 43.979269890712025, 91.6291768202105, 32.64925442076783, 66.58814850358442, 84.47768375797948, 93.96087315528474, 57.55667737980411, 49.09541727508099, 43.040927280489015, 24.75822049496258, 32.49609447483662, 66.46108877694427, 37.46226541125192, 56.691755035564874, 46.53965105625421, 55.96075427308469, 37.08350561236999, 100.72496885003324, 50.68693378280482, 35.81093464620725, 52.60640933450843, 41.11408942891294, 68.88307841595368, 65.89923523345512, 55.24357653017543, 95.9387991153416, 82.41960516433818, 61.124845472213124, 38.34690709371341, 121.72637316135716, 49.401616183965366, 60.71178663149326, 25.450546442448655, 73.62705704262305, 59.59415364946407, 73.64416188539177, 28.475711963149543, 23.292146708821747, 87.50465056975509, 55.78277452477107, 36.10263814270319, 90.0811239286068, 70.25931750576845, 54.0974883297686, 86.59156505856112, 66.85811016032571, 47.354943975931945, 76.85608057595923, 60.38883610108324, 65.79909403408908, 65.4962510786144, 40.123231864142234, 72.19991975697742, 56.472366455052885, 36.36506271607339, 74.85772358277144, 56.80101831873382, 52.238731412900805, 66.02746781160977, 48.29337489628604, 39.5602770421192, 56.14434506504978, 44.95819439998649, 48.36343392215764, 53.0217649183714, 71.68960419123584, 34.904605550990304, 40.49327932569724, 72.09631595652219, 67.51162644796871, 106.65977798627132, 77.70891321173036, 67.37551724001099, 41.743282030311796, 47.73365626496692, 89.84738264295676, 56.62363024779918, 107.05023701058263, 94.34357954446293, 83.58809617642163, 65.78534361315974, 89.47828154884922, 95.21106746467215, 34.66769351613044, 72.71489470077081]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.1510581363644502,0.7732595191941798,0.031675179957213896,0.674001836034646,0.0,2802.89,4566.716,3500.903,3656.199,1.7,780800,780800,22.188888888888886,55.1,0.0,2.25,0.0005387588717195657,2.209036637544632,-0.013693439532071352,2.1829239141941073,0.95614725,0.017691626865416765,-4.455658559799194,0.0
